country,countrycode,ts,type,sport,event,medalist
United States,USA,2016-08-11T19:47:00Z,Gold,Judo,Women -78 kg,Kayla Harrison
United States,USA,2016-08-11T03:07:00Z,Gold,Swimming,Women's 4 x 200m Freestyle Relay,Women's team
United States,USA,2016-08-11T02:08:00Z,Bronze,Swimming,Men's 100m Freestyle,Nathan Adrian
United States,USA,2016-08-11T01:09:00Z,Silver,Swimming,Men's 200m Breaststroke,Josh Prenot
United States,USA,2016-08-11T00:10:00Z,Silver,Fencing,Men's Sabre Individual,Daryl Homer
United States,USA,2016-08-10T20:00:00Z,Silver,Diving,Men's Synchronised 3m Springboard,Dorman/Hixon
United States,USA,2016-08-10T12:46:00Z,Gold,Cycling Road,Women's Individual Time Trial,Kristin Armstrong
United States,USA,2016-08-10T02:50:00Z,Gold,Swimming,Men's 4 x 200m Freestyle Relay,Men's team
United States,USA,2016-08-10T02:35:00Z,Bronze,Swimming,Women's 200m Individual Medley,Madeline Dirado
United States,USA,2016-08-10T01:34:00Z,Gold,Swimming,Men's 200m Butterfly,Michael Phelps
United States,USA,2016-08-10T01:25:00Z,Gold,Swimming,Women's 200m Freestyle,Katie Ledecky
United States,USA,2016-08-09T20:55:00Z,Gold,Gymnastics Artistic,Women's Team,Women's team
United States,USA,2016-08-09T20:08:00Z,Silver,Judo,Men -81 kg,Travis Stevens
United States,USA,2016-08-09T17:56:00Z,Bronze,Equestrian,Eventing Individual,Phillip Dutton
United States,USA,2016-08-09T01:59:00Z,Bronze,Swimming,Women's 100m Breaststroke,Catherine Meili
United States,USA,2016-08-09T01:59:00Z,Gold,Swimming,Women's 100m Breaststroke,Lilly King
United States,USA,2016-08-09T01:43:00Z,Bronze,Swimming,Men's 100m Backstroke,David Plummer
United States,USA,2016-08-09T01:43:00Z,Gold,Swimming,Men's 100m Backstroke,Ryan Murphy
United States,USA,2016-08-09T01:35:00Z,Silver,Swimming,Women's 100m Backstroke,Kathleen Baker
United States,USA,2016-08-09T01:27:00Z,Bronze,Swimming,Men's 200m Freestyle,Conor Dwyer
United States,USA,2016-08-08T20:00:00Z,Silver,Diving,Men's Synchronised 10m Platform,Boudia/Johnson
United States,USA,2016-08-08T03:00:00Z,Gold,Swimming,Men's 4 x 100m Freestyle Relay,Men's team
United States,USA,2016-08-08T02:09:00Z,Bronze,Swimming,Women's 400m Freestyle,Leah Smith
United States,USA,2016-08-08T02:09:00Z,Gold,Swimming,Women's 400m Freestyle,Katie Ledecky
United States,USA,2016-08-08T01:58:00Z,Bronze,Swimming,Men's 100m Breaststroke,Cody Miller
United States,USA,2016-08-08T01:08:00Z,Bronze,Swimming,Women's 100m Butterfly,Dana Vollmer
United States,USA,2016-08-07T21:15:00Z,Silver,Fencing,Men's Foil Individual,Alexander Massialas
United States,USA,2016-08-07T18:45:00Z,Bronze,Shooting,Trap Women,Corey Cogdell
United States,USA,2016-08-07T02:32:00Z,Silver,Swimming,Women's 4 x 100m Freestyle Relay,Women's team
United States,USA,2016-08-07T01:57:00Z,Silver,Swimming,Women's 400m Individual Medley,Madeline Dirado
United States,USA,2016-08-07T01:11:00Z,Silver,Swimming,Men's 400m Individual Medley,Chase Kalisz
United States,USA,2016-08-06T20:32:00Z,Silver,Archery,Men's Team,Men's team
United States,USA,2016-08-06T14:00:00Z,Gold,Shooting,10m Air Rifle Women,Virginia Thrasher
Uzbekistan,UZB,2016-08-21T18:23:28Z,Gold,Boxing,Men's Light Welter (64kg),Fazliddin Gaibnazarov
Uzbekistan,UZB,2016-08-21T18:08:00Z,Bronze,Wrestling,Men's Freestyle 97 kg,Magomed Idrisovitch Ibragimov
Uzbekistan,UZB,2016-08-21T17:29:57Z,Gold,Boxing,Men's Fly (52kg),Shakhobidin Zoirov
Uzbekistan,UZB,2016-08-21T17:08:00Z,Bronze,Wrestling,Men's Freestyle 65 kg,Ikhtiyor Navruzov
Uzbekistan,UZB,2016-08-20T18:23:07Z,Silver,Boxing,Men's Middle (75kg),Bektemir Melikuziev
Uzbekistan,UZB,2016-08-18T17:46:28Z,Bronze,Boxing,Men's Bantam (56kg),Murodjon Akhmadaliev
Uzbekistan,UZB,2016-08-17T19:57:39Z,Silver,Boxing,Men's Welter (69kg),Shakhram Giyasov
Uzbekistan,UZB,2016-08-15T23:40:00Z,Gold,Weightlifting,Men's 105kg,Ruslan Nurudinov
Uzbekistan,UZB,2016-08-14T20:08:00Z,Bronze,Wrestling,Men's Greco-Roman 59 kg,Elmurat Tasmuradov
Uzbekistan,UZB,2016-08-14T17:52:32Z,Gold,Boxing,Men's Light Fly (46-49kg),Hasanboy Dusmatov
Uzbekistan,UZB,2016-08-13T16:07:13Z,Bronze,Boxing,Men's Heavy (91kg),Rustam Tulaganov
Uzbekistan,UZB,2016-08-07T19:54:00Z,Bronze,Judo,Men -66 kg,Rishod Sobirov
Uzbekistan,UZB,2016-08-06T20:01:00Z,Bronze,Judo,Men -60 kg,Diyorbek Urozboev
Venezuela,VEN,2016-08-19T18:05:00Z,Bronze,Cycling BMX,Women,Stefany Hernandez
Venezuela,VEN,2016-08-19T17:11:29Z,Bronze,Boxing,Men's Fly (52kg),Yoel Segundo Finol
Venezuela,VEN,2016-08-15T01:20:00Z,Silver,Athletics,Women's Triple Jump,Yulimar Rojas
Vietnam,VIE,2016-08-10T15:30:00Z,Silver,Shooting,50m Pistol Men,Xuan Vinh Hoang
Vietnam,VIE,2016-08-06T19:00:00Z,Gold,Shooting,10m Air Pistol Men,Xuan Vinh Hoang
